file,jd,date,year,phase,epoch,instrument,exptime,continuum_color,vmag_nearest,vmag_dt_days,Hbeta_peak,Hbeta_ew,HeI_NaD_peak,HeI_NaD_ew,Halpha_peak,Halpha_ew
000-BBW-825_CDZ_2460793.4824.FITS,2460793.4824,2025-04-27,2025.3204997260277,0.8172766935857894,21.81727669358579,UVEX,11853,1.6474248583545752,9.968,-0.0002200002782046795,0.832791038247387,-2.4827125598221995,1.3042494686730388,-2.1231543896787515,3.047407938658585,18.88137629337376
000-BBW-825_CDZ_2460814.42861111.FITS,2460814.42861111,2025-05-18,2025.3778866057808,0.909326587543891,21.90932658754389,RC14 + UVEX_600 + Atik460EX,3000.0,1.6097707502157073,10.11,0.00015089008957147598,0.7896435112523464,-2.937189667799996,1.435650734836236,-0.4999846800890104,3.4782647886123828,23.227748495825626
000-BBW-825_CDZ_2460816.4384.FITS,2460816.4384,2025-05-20,2025.383392876712,0.9181587745787425,21.918158774578743,RC14 + UVEX_600 + Atik460EX,6101,1.5235568813784774,10.075,-0.0002899998798966408,0.8333266416663742,-2.7957199624062206,1.3920134078070183,-1.022789092314683,3.201407156243262,21.58761123177617
000-BBW-825_CDZ_2461060.7431713.FITS,2461060.7431713,2026-01-20,2026.0527210172597,0.9917767274228275,22.991776727422828,RC14 + UVEX_600 + Atik460EX,6600,1.5758452418857478,10.141,0.008228700142353773,0.8850436478576137,-2.638268694037619,1.1493614877767004,-2.3215664353197405,2.253802699490342,14.203209800642375
000-BBW-825_CDZ_2461062.75429398.FITS,2461062.75429398,2026-01-22,2026.0582309424112,0.000614775912097798,23.000614775912098,RC14 + UVEX_600 + Atik460EX,4200,1.6130607592470059,10.159,0.005256019998341799,0.8801385839078762,-2.5404123345847016,1.1179165786358278,-2.4660990418593256,2.315551420972209,14.86501363799865
000-BBW-825_CDZ_2461063.73561343.FITS,2461063.73561343,2026-01-23,2026.060919488849,0.004927267122234014,23.004927267122234,RC14 + UVEX_600 + Atik460EX,7800,1.9324405112614413,10.173,-0.0009734299965202808,0.8933371513011684,-2.439160754132268,1.1498330690965857,-1.9482027325923745,2.4822338304511375,17.918279504026714
000-BBW-825_CDZ_2461065.72767361.FITS,2461065.72767361,2026-01-25,2026.066377187973,0.013681543845208921,23.01368154384521,RC14 + UVEX_600 + Atik460EX,6600,2.1880907888097885,10.222,0.005126389674842358,0.8460628554143719,-3.0537494501770617,1.2022339944119287,-1.6281783939490988,2.668544971380403,17.77722152926645
000-BBW-825_CDZ_2461067.73394676.FITS,2461067.73394676,2026-01-27,2026.0718738267403,0.02249828066399573,23.022498280663996,RC14 + UVEX_600 + Atik460EX,4800,1.8917962878395478,10.182,0.002953239716589451,0.8755086919785058,-2.6321465416340795,1.2009705365976595,-1.6411596991527109,2.8785696630875988,20.469684027763442
000-BBW-825_CDZ_2461068.72471065.FITS,2461068.72471065,2026-01-28,2026.0745882483557,0.026852276262495423,23.026852276262495,RC14 + UVEX_600 + Atik460EX,7200,2.026298672697254,10.161,0.0016793501563370228,0.9091209431170483,-2.617863987255176,1.278691303506456,-0.8226506355649547,3.144840130420968,23.31165073241058
000-BBW-825_CDZ_2461069.7241088.FITS,2461069.7241088,2026-01-29,2026.077326325479,0.031244215847571866,23.031244215847572,RC14 + UVEX_600 + Atik460EX,7200,1.642860579111016,10.171,0.0017412002198398113,0.9111814104962845,-2.5926353398877273,1.2945396407496073,-0.7457508545985057,3.180793988673227,24.225063249015303
000-BBW-825_CDZ_2461070.72858796.FITS,2461070.72858796,2026-01-30,2026.0800783231778,0.03565848436049279,23.035658484360493,RC14 + UVEX_600 + Atik460EX,9000,1.880823192189005,10.135,0.003912040032446384,0.8659351363450222,-2.7956190391319646,1.3209265146618454,-0.6779649243675258,3.35873112131638,26.728716651673007
000-BBW-825_CDZ_2461071.73896991.FITS,2461071.73896991,2026-01-31,2026.082846492904,0.04009869318264592,23.040098693182646,RC14 + UVEX_600 + Atik460EX,4200,1.4953841081492136,10.195,-0.006159910000860691,0.893269599961189,-2.6506163236919917,1.3243691152093306,-0.4114823815614279,3.5470990566602043,25.039683616892635
000-BBW-825_CDZ_2461080.71185185.FITS,2461080.71185185,2026-02-09,2026.1074297310963,0.0795307807693213,23.07953078076932,RC14 + UVEX_600 + Atik460EX,10800,1.5568241624709749,10.109,-0.002081850077956915,0.855185710513817,-2.718077035561045,1.2257188173184066,-1.0214847342129532,3.16971267584616,22.332808962558634
000-BBW-825_CDZ_2461081.71324074.FITS,2461081.71324074,2026-02-10,2026.110173262301,0.08393146882825775,23.083931468828258,RC14 + UVEX_600 + Atik460EX,11400,1.6152824380884658,10.135,0.0026692599058151245,0.8161434666544642,-2.9128827996568187,1.2086753184217436,-1.2229402838682133,3.1134473383159786,21.59258067216864
000-BBW-825_CDZ_2461082.73883102.FITS,2461082.73883102,2026-02-11,2026.112983098685,0.08843851194120234,23.088438511941202,RC14 + UVEX_600 + Atik460EX,6600,1.6775454597748916,10.178,0.005068980157375336,0.7958958155254594,-3.1365199509637645,1.2267192910584743,-1.4781837420930406,3.2548670724632687,20.093271428969185
